[26/Aug/2015 13:36:07] DEBUG [django.db.backends:91] (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[26/Aug/2015 17:53:22] DEBUG [django.db.backends:91] (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[26/Aug/2015 17:53:22] DEBUG [django.db.backends:91] (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'ft4ts7bmdkummpijmxi9osljq8njwf1u' AND `django_session`.`expire_date` > '2015-08-26 17:53:22') LIMIT 21; args=('ft4ts7bmdkummpijmxi9osljq8njwf1u', u'2015-08-26 17:53:22')
[26/Aug/2015 17:53:22] DEBUG [django.db.backends:91] (0.001) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1 LIMIT 21; args=(1,)
[26/Aug/2015 17:53:23] DEBUG [django.db.backends:91] (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[26/Aug/2015 17:53:23] DEBUG [django.db.backends:91] (0.000) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'ft4ts7bmdkummpijmxi9osljq8njwf1u' AND `django_session`.`expire_date` > '2015-08-26 17:53:23') LIMIT 21; args=('ft4ts7bmdkummpijmxi9osljq8njwf1u', u'2015-08-26 17:53:23')
[26/Aug/2015 17:53:23] DEBUG [django.db.backends:91] (0.000) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1 LIMIT 21; args=(1,)
[26/Aug/2015 17:53:30] DEBUG [django.db.backends:91] (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[26/Aug/2015 17:53:30] DEBUG [django.db.backends:91] (0.000) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'ft4ts7bmdkummpijmxi9osljq8njwf1u' AND `django_session`.`expire_date` > '2015-08-26 17:53:30') LIMIT 21; args=('ft4ts7bmdkummpijmxi9osljq8njwf1u', u'2015-08-26 17:53:30')
[26/Aug/2015 17:53:30] DEBUG [django.db.backends:91] (0.000) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1 LIMIT 21; args=(1,)
[26/Aug/2015 17:53:30] DEBUG [django.db.backends:91] (0.000) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE `django_session`.`session_key` = 'ft4ts7bmdkummpijmxi9osljq8njwf1u' LIMIT 21; args=('ft4ts7bmdkummpijmxi9osljq8njwf1u',)
[26/Aug/2015 17:53:30] DEBUG [django.db.backends:91] (0.000) DELETE FROM `django_session` WHERE `django_session`.`session_key` IN ('ft4ts7bmdkummpijmxi9osljq8njwf1u'); args=(u'ft4ts7bmdkummpijmxi9osljq8njwf1u',)
[26/Aug/2015 17:53:30] DEBUG [django.db.backends:91] (0.001) SELECT (1) AS `a` FROM `django_session` WHERE `django_session`.`session_key` = 'xyzdjxq3w8p9iqzj17t2ht26crmhgw2l' LIMIT 1; args=(u'xyzdjxq3w8p9iqzj17t2ht26crmhgw2l',)
[26/Aug/2015 17:53:30] DEBUG [django.db.backends:91] (0.000) INSERT INTO `django_session` (`session_key`, `session_data`, `expire_date`) VALUES ('xyzdjxq3w8p9iqzj17t2ht26crmhgw2l', 'NzZmYjY1YTE0YzI2MWZiMjM4NDZjOGRiN2I3YmNlMTQ4YjdhZWM3NDp7fQ==', '2015-09-09 17:53:30'); args=(u'xyzdjxq3w8p9iqzj17t2ht26crmhgw2l', u'NzZmYjY1YTE0YzI2MWZiMjM4NDZjOGRiN2I3YmNlMTQ4YjdhZWM3NDp7fQ==', u'2015-09-09 17:53:30')
[26/Aug/2015 17:53:30] DEBUG [django.db.backends:91] (0.001) UPDATE `django_session` SET `session_data` = 'NzZmYjY1YTE0YzI2MWZiMjM4NDZjOGRiN2I3YmNlMTQ4YjdhZWM3NDp7fQ==', `expire_date` = '2015-09-09 17:53:30' WHERE `django_session`.`session_key` = 'xyzdjxq3w8p9iqzj17t2ht26crmhgw2l'; args=(u'NzZmYjY1YTE0YzI2MWZiMjM4NDZjOGRiN2I3YmNlMTQ4YjdhZWM3NDp7fQ==', u'2015-09-09 17:53:30', u'xyzdjxq3w8p9iqzj17t2ht26crmhgw2l')
[26/Aug/2015 17:53:30] DEBUG [django.db.backends:91] (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[26/Aug/2015 17:53:30] DEBUG [django.db.backends:91] (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'xyzdjxq3w8p9iqzj17t2ht26crmhgw2l' AND `django_session`.`expire_date` > '2015-08-26 17:53:30') LIMIT 21; args=('xyzdjxq3w8p9iqzj17t2ht26crmhgw2l', u'2015-08-26 17:53:30')
[26/Aug/2015 17:53:30] DEBUG [django.db.backends:91] (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[26/Aug/2015 17:53:30] DEBUG [django.db.backends:91] (0.000) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'xyzdjxq3w8p9iqzj17t2ht26crmhgw2l' AND `django_session`.`expire_date` > '2015-08-26 17:53:30') LIMIT 21; args=('xyzdjxq3w8p9iqzj17t2ht26crmhgw2l', u'2015-08-26 17:53:30')
[26/Aug/2015 17:53:36] DEBUG [django.db.backends:91] (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[26/Aug/2015 17:53:36] DEBUG [django.db.backends:91] (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'xyzdjxq3w8p9iqzj17t2ht26crmhgw2l' AND `django_session`.`expire_date` > '2015-08-26 17:53:36') LIMIT 21; args=('xyzdjxq3w8p9iqzj17t2ht26crmhgw2l', u'2015-08-26 17:53:36')
[26/Aug/2015 17:53:36] DEBUG [django.db.backends:91] (0.001) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`username` = 'ra' LIMIT 21; args=(u'ra',)
[26/Aug/2015 17:53:36] DEBUG [django.db.backends:91] (0.001) SELECT (1) AS `a` FROM `django_session` WHERE `django_session`.`session_key` = 'ojefrbke2p6vx1e68cgmqq2317pygfe7' LIMIT 1; args=(u'ojefrbke2p6vx1e68cgmqq2317pygfe7',)
[26/Aug/2015 17:53:36] DEBUG [django.db.backends:91] (0.001) INSERT INTO `django_session` (`session_key`, `session_data`, `expire_date`) VALUES ('ojefrbke2p6vx1e68cgmqq2317pygfe7', 'NzZmYjY1YTE0YzI2MWZiMjM4NDZjOGRiN2I3YmNlMTQ4YjdhZWM3NDp7fQ==', '2015-09-09 17:53:36'); args=(u'ojefrbke2p6vx1e68cgmqq2317pygfe7', u'NzZmYjY1YTE0YzI2MWZiMjM4NDZjOGRiN2I3YmNlMTQ4YjdhZWM3NDp7fQ==', u'2015-09-09 17:53:36')
[26/Aug/2015 17:53:36] DEBUG [django.db.backends:91] (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE `django_session`.`session_key` = 'xyzdjxq3w8p9iqzj17t2ht26crmhgw2l' LIMIT 21; args=('xyzdjxq3w8p9iqzj17t2ht26crmhgw2l',)
[26/Aug/2015 17:53:36] DEBUG [django.db.backends:91] (0.000) DELETE FROM `django_session` WHERE `django_session`.`session_key` IN ('xyzdjxq3w8p9iqzj17t2ht26crmhgw2l'); args=(u'xyzdjxq3w8p9iqzj17t2ht26crmhgw2l',)
[26/Aug/2015 17:53:36] DEBUG [django.db.backends:91] (0.001) UPDATE `auth_user` SET `last_login` = '2015-08-26 17:53:36' WHERE `auth_user`.`id` = 3; args=(u'2015-08-26 17:53:36', 3)
[26/Aug/2015 17:53:36] DEBUG [django.db.backends:91] (0.000) UPDATE `django_session` SET `session_data` = 'MTI2N2U4ZjQ0MDliZjAxOGJkMzM0YzllZWZiMmNmYTM5ODg3NGIwMzp7Il9hdXRoX3VzZXJfaGFzaCI6IjI4NGM2OGNhM2MxYTM4NjRmYjJjYTZjN2I3OWUyNWIwNGU4OTFkZDkiLCJfYXV0aF91c2VyX2JhY2tlbmQiOiJkamFuZ28uY29udHJpYi5hdXRoLmJhY2tlbmRzLk1vZGVsQmFja2VuZCIsIl9hdXRoX3VzZXJfaWQiOjN9', `expire_date` = '2015-09-09 17:53:36' WHERE `django_session`.`session_key` = 'ojefrbke2p6vx1e68cgmqq2317pygfe7'; args=(u'MTI2N2U4ZjQ0MDliZjAxOGJkMzM0YzllZWZiMmNmYTM5ODg3NGIwMzp7Il9hdXRoX3VzZXJfaGFzaCI6IjI4NGM2OGNhM2MxYTM4NjRmYjJjYTZjN2I3OWUyNWIwNGU4OTFkZDkiLCJfYXV0aF91c2VyX2JhY2tlbmQiOiJkamFuZ28uY29udHJpYi5hdXRoLmJhY2tlbmRzLk1vZGVsQmFja2VuZCIsIl9hdXRoX3VzZXJfaWQiOjN9', u'2015-09-09 17:53:36', u'ojefrbke2p6vx1e68cgmqq2317pygfe7')
[26/Aug/2015 17:53:36] DEBUG [django.db.backends:91] (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[26/Aug/2015 17:53:36] DEBUG [django.db.backends:91] (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'ojefrbke2p6vx1e68cgmqq2317pygfe7' AND `django_session`.`expire_date` > '2015-08-26 17:53:36') LIMIT 21; args=('ojefrbke2p6vx1e68cgmqq2317pygfe7', u'2015-08-26 17:53:36')
[26/Aug/2015 17:53:36] DEBUG [django.db.backends:91] (0.000) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 3 LIMIT 21; args=(3,)
[26/Aug/2015 17:53:51] DEBUG [django.db.backends:91] (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[26/Aug/2015 17:53:51] DEBUG [django.db.backends:91] (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'ojefrbke2p6vx1e68cgmqq2317pygfe7' AND `django_session`.`expire_date` > '2015-08-26 17:53:51') LIMIT 21; args=('ojefrbke2p6vx1e68cgmqq2317pygfe7', u'2015-08-26 17:53:51')
[26/Aug/2015 17:53:51] DEBUG [django.db.backends:91] (0.000) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 3 LIMIT 21; args=(3,)
[26/Aug/2015 17:53:51] DEBUG [django.db.backends:91] (0.000) SELECT `codetables_files_saveds`.`id`, `codetables_files_saveds`.`title`, `codetables_files_saveds`.`author_id`, `codetables_files_saveds`.`created_date`, `codetables_files_saveds`.`modified_date` FROM `codetables_files_saveds` WHERE (`codetables_files_saveds`.`author_id` = 3 AND `codetables_files_saveds`.`title` = 'BubbleSorting'); args=(3, u'BubbleSorting')
[26/Aug/2015 17:53:51] ERROR [django.request:231] Internal Server Error: /save_file/
Traceback (most recent call last):
  File "/usr/local/lib/python2.7/dist-packages/django/core/handlers/base.py", line 111, in get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
  File "/usr/local/lib/python2.7/dist-packages/django/contrib/auth/decorators.py", line 22, in _wrapped_view
    return view_func(request, *args, **kwargs)
  File "/home/ravinder/projects/codetable/codetables/views.py", line 135, in save_file
    return render(request,'home.html',file_code = file_code)
  File "/usr/local/lib/python2.7/dist-packages/django/shortcuts.py", line 48, in render
    return HttpResponse(loader.render_to_string(*args, **kwargs),
TypeError: render_to_string() got an unexpected keyword argument 'file_code'
[26/Aug/2015 17:54:05] DEBUG [django.db.backends:91] (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[26/Aug/2015 17:54:05] DEBUG [django.db.backends:91] (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'ojefrbke2p6vx1e68cgmqq2317pygfe7' AND `django_session`.`expire_date` > '2015-08-26 17:54:05') LIMIT 21; args=('ojefrbke2p6vx1e68cgmqq2317pygfe7', u'2015-08-26 17:54:05')
[26/Aug/2015 17:54:05] DEBUG [django.db.backends:91] (0.000) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 3 LIMIT 21; args=(3,)
[26/Aug/2015 17:54:05] DEBUG [django.db.backends:91] (0.000) SELECT `codetables_files_saveds`.`id`, `codetables_files_saveds`.`title`, `codetables_files_saveds`.`author_id`, `codetables_files_saveds`.`created_date`, `codetables_files_saveds`.`modified_date` FROM `codetables_files_saveds` WHERE (`codetables_files_saveds`.`author_id` = 3 AND `codetables_files_saveds`.`title` = 'BubbleSortin'); args=(3, u'BubbleSortin')
[26/Aug/2015 17:54:05] DEBUG [django.db.backends:91] (0.001) INSERT INTO `codetables_files_saveds` (`title`, `author_id`, `created_date`, `modified_date`) VALUES ('BubbleSortin', 3, '2015-08-26 17:54:05', '2015-08-26 17:54:05'); args=[u'BubbleSortin', 3, u'2015-08-26 17:54:05', u'2015-08-26 17:54:05']
[26/Aug/2015 17:54:27] DEBUG [django.db.backends:91] (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[26/Aug/2015 17:54:27] DEBUG [django.db.backends:91] (0.000) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'ojefrbke2p6vx1e68cgmqq2317pygfe7' AND `django_session`.`expire_date` > '2015-08-26 17:54:27') LIMIT 21; args=('ojefrbke2p6vx1e68cgmqq2317pygfe7', u'2015-08-26 17:54:27')
[26/Aug/2015 17:54:27] DEBUG [django.db.backends:91] (0.000) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 3 LIMIT 21; args=(3,)
[26/Aug/2015 17:54:33] DEBUG [django.db.backends:91] (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[26/Aug/2015 17:54:33] DEBUG [django.db.backends:91] (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'ojefrbke2p6vx1e68cgmqq2317pygfe7' AND `django_session`.`expire_date` > '2015-08-26 17:54:33') LIMIT 21; args=('ojefrbke2p6vx1e68cgmqq2317pygfe7', u'2015-08-26 17:54:33')
[26/Aug/2015 17:54:33] DEBUG [django.db.backends:91] (0.000) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 3 LIMIT 21; args=(3,)
[26/Aug/2015 17:56:06] DEBUG [django.db.backends:91] (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[26/Aug/2015 17:56:06] DEBUG [django.db.backends:91] (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'ojefrbke2p6vx1e68cgmqq2317pygfe7' AND `django_session`.`expire_date` > '2015-08-26 17:56:06') LIMIT 21; args=('ojefrbke2p6vx1e68cgmqq2317pygfe7', u'2015-08-26 17:56:06')
[26/Aug/2015 17:56:06] DEBUG [django.db.backends:91] (0.000) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 3 LIMIT 21; args=(3,)
[26/Aug/2015 17:56:06] DEBUG [django.db.backends:91] (0.001) SELECT `codetables_files_saveds`.`id`, `codetables_files_saveds`.`title`, `codetables_files_saveds`.`author_id`, `codetables_files_saveds`.`created_date`, `codetables_files_saveds`.`modified_date` FROM `codetables_files_saveds` WHERE (`codetables_files_saveds`.`author_id` = 3 AND `codetables_files_saveds`.`title` = 'BubbleSorting'); args=(3, u'BubbleSorting')
[26/Aug/2015 17:56:06] ERROR [django.request:231] Internal Server Error: /save_file/
Traceback (most recent call last):
  File "/usr/local/lib/python2.7/dist-packages/django/core/handlers/base.py", line 111, in get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
  File "/usr/local/lib/python2.7/dist-packages/django/contrib/auth/decorators.py", line 22, in _wrapped_view
    return view_func(request, *args, **kwargs)
  File "/home/ravinder/projects/codetable/codetables/views.py", line 135, in save_file
    return render(request,'home.html',file_code = file_code)
  File "/usr/local/lib/python2.7/dist-packages/django/shortcuts.py", line 48, in render
    return HttpResponse(loader.render_to_string(*args, **kwargs),
TypeError: render_to_string() got an unexpected keyword argument 'file_code'
[26/Aug/2015 17:58:24] DEBUG [django.db.backends:91] (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[26/Aug/2015 17:58:24] DEBUG [django.db.backends:91] (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'ojefrbke2p6vx1e68cgmqq2317pygfe7' AND `django_session`.`expire_date` > '2015-08-26 17:58:24') LIMIT 21; args=('ojefrbke2p6vx1e68cgmqq2317pygfe7', u'2015-08-26 17:58:24')
[26/Aug/2015 17:58:24] DEBUG [django.db.backends:91] (0.000) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 3 LIMIT 21; args=(3,)
[26/Aug/2015 17:58:24] DEBUG [django.db.backends:91] (0.000) SELECT `codetables_files_saveds`.`id`, `codetables_files_saveds`.`title`, `codetables_files_saveds`.`author_id`, `codetables_files_saveds`.`created_date`, `codetables_files_saveds`.`modified_date` FROM `codetables_files_saveds` WHERE (`codetables_files_saveds`.`author_id` = 3 AND `codetables_files_saveds`.`title` = 'BubbleSorting'); args=(3, u'BubbleSorting')
[26/Aug/2015 17:58:24] ERROR [django.request:231] Internal Server Error: /save_file/
Traceback (most recent call last):
  File "/usr/local/lib/python2.7/dist-packages/django/core/handlers/base.py", line 111, in get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
  File "/usr/local/lib/python2.7/dist-packages/django/contrib/auth/decorators.py", line 22, in _wrapped_view
    return view_func(request, *args, **kwargs)
  File "/home/ravinder/projects/codetable/codetables/views.py", line 135, in save_file
    return render(request,'home.html',file_code = file_code)
  File "/usr/local/lib/python2.7/dist-packages/django/shortcuts.py", line 48, in render
    return HttpResponse(loader.render_to_string(*args, **kwargs),
TypeError: render_to_string() got an unexpected keyword argument 'file_code'
[26/Aug/2015 17:58:40] DEBUG [django.db.backends:91] (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[26/Aug/2015 17:58:40] DEBUG [django.db.backends:91] (0.001) SHOW TABLES; args=None
[26/Aug/2015 17:58:40] DEBUG [django.db.backends:91] (0.000) SELECT `django_migrations`.`app`, `django_migrations`.`name` FROM `django_migrations`; args=()
